entry,attribution
FOLLOW,Hooker
FOLLOW,Dryden
FOLLOW,Shak
FOLLOW,Knight
FOLLOWER,Trollope
FOLLOWING,Macaulay
FOLLY,Shak
FOLLY,Goldsmith
FOLLY,Trench
FOMENT,Milton
FOMENT,Locke
FOMENT,Dryden
FOMENT,Southey
FOMENTATION,Young
FOND,Chaucer
FOND,Addison
FOND,Shak
FOND,Shak
FOND,Irving
FOND,Byron
FOND,Dryden
FONDLER,Johnson
FONDLING,Mickle
FONDLY,Shak
FONDLY,Goldsmith
FONDNESS,Spenser
FONDNESS,Addison
FONDUS,Ure
FONT,Young
FONT,Shak
FONTAL,Coleridge
FONTANGE,Addison
FOOD,Shak
FOOD,Wordsworth
FOODFUL,Glover
FOODLESS,Sandys
FOOL,Milton
FOOL,Shak
FOOL,Dryden
FOOL,Shak
FOOL-BORN,Shak
FOOLERY,Shak
FOOLERY,Raleigh
FOOLHARDINESS,Dryden
FOOLISH,Shak
FOOLISH,Prior
FOOT,Milton
FOOT,Berkeley
FOOT,Walpole
FOOT,Farrow
FOOT,Knight
FOOT,Milton
FOOT,Farrow
FOOT,Cowper
FOOT,Totten
FOOT,Dryden
FOOT,Shak
FOOT,Shak
FOOT,Tickell
FOOT,Dryden
FOOTBALL,Waller
FOOTBALL,Arbuthnot
FOOTBOY,Shak
FOOTBREADTH,Longfellow
FOOTCLOTH,Scott
FOOTED,Shak
FOOTFALL,Shak
FOOTFIGHT,Sidney
FOOTHOT,Gower
FOOTHOT,Chaucer
FOOTING,Holder
FOOTING,Macaulay
FOOTING,Macaulay
FOOTING,Shak
FOOTING,Simmonds
FOOTING,Wright
FOOTLICKER,Shak
FOOTMAN,Prior
FOOTMARK,Coleridge
FOOTPACE,Shipley
FOOTS,Simmonds
FOOTSTEP,Bryant
FOOTY,Kingsley
FOPLING,Landor
FOPPERY,Shak
FOR,Shak
FOR,Waller
FOR,Dryden
FOR,Hooker
FOR,Spenser
FOR,Bacon
FOR,Denham
FOR,Tillotson
FOR,Dennis
FOR,Bacon
FOR,Cowley
FOR,Dryden
FOR,Philips
FOR,Spectator
FOR,More
FOR,Swift
FOR,Shak
FOR,Garth
FOR,Dryden
FOR,Hook
FOR,Hale
FOR,Fairfax
FOR,Shak
FOR,Shak
FOR,Jane Austen
FORAGE,Shak
FORAGE,Milton
FORAGE,Marshall
FORAGE,Farrow
FORAGE,Shak
FORAGE,Pope
FORAMINOUS,Bacon
FORAY,Spenser
FORAY,Scott
FORAYER,Scott
FORBEAR,Scott
FORBEAR,Old Proverb
FORBEAR,Shenstone
FORBEAR,Tennyson
FORBEAR,Spenser
FORBEARANCE,Milton
FORBEARER,Tusser
FORBID,Shak
FORBID,Dryden
FORBID,Shak
FORBID,Andrews
FORBIDDANCE,Milton
FORBIDDEN,Milton
FORBIDDENLY,Shak
FORBIDDER,Milton
FORBLACK,Chaucer
FORBODEN,Chaucer
FORBRUISE,Chaucer
FORBY,Chaucer
FORCE,Shak
FORCE,Gray
FORCE,Macaulay
FORCE,Shak
FORCE,Burrill
FORCE,Heywood
FORCE,Spenser
FORCE,Milton
FORCE,Dryden
FORCE,Milton
FORCE,Shak
FORCE,Dryden
FORCE,Sahk
FORCE,Fuller
FORCE,Webster
FORCE,Dryden
FORCE,Shak
FORCE,Spenser
FORCE,Shak
FORCE,Camden
FORCE,Udall
FORCEFUL,Dryden
FORCELESS,Shak
FORCEMENT,Webster
FORCIBLE,Bacon
FORCIBLE,Shak
FORCIBLE,Prior
FORCIBLE,Swift
FORCIBLE-FEEBLE,Review
FORCIPAL,Browne
FORCIPATION,Bacon
FORD,Scott
FORD,Spenser
FORD,Dryden
FORDLESS,Mallock
FORDO,Shak
FORDO,Arnold
FORDO,Shak
FORE,Shak
FORE,Southey
FORE,Knight
FORE,Shak
FORE,Knight
FORE,Sandys
FOREADMONISH,Hall
FOREADVISE,Shak
FOREALLEGE,Fotherby
FOREAPPOINT,Sherwood
FOREAPPOINTMENT,Sherwood
FOREARM,South
FOREBODE,Tennyson
FOREBODE,Middleton
FOREBODE,James
FOREBODE,Hawthorne
FOREBY,Spenser
FORECAST,Milton
FORECAST,Addison
FORECAST,Prescott
FORECASTER,Johnson
FORECITED,Arbuthnot
FORECLOSE,Carew
FORECLOSE,Wharton
FOREDEEM,Webster
FOREDEEM,Genevan Test
FOREDESIGN,Cheyne
FOREDETERMINE,Hopkins
FOREDISPOSE,Fuller
FOREDOOM,Dryden
FOREFATHER,Burke
FOREFEEL,Chapman
FOREFEND,Landor
FOREFRONT,Shairp
FOREGLEAM,Whittier
FOREGO,Herbert
FOREGO,Milton
FOREGO,Keble
FOREGO,Stevenson
FOREGO,Wordsworth
FOREGO,Browning
FOREHAND,Johnson
FOREHAND,Shak
FOREHAND,Shak
FOREHAND,Shak
FOREHANDED,Taylor
FOREHANDED,Dryden
FOREHEAD,Shak
FOREHEAD,Milton
FOREHEAD,Shak
FOREIGN,Milton
FOREIGN,Swift
FOREIGN,Shak
FOREIGN,Cowell
FOREIGN,Story
FOREIGNER,Denham
FOREIGNER,Swift
FOREIGNISM,Hall
FOREIGNNESS,Locke
FOREIGNNESS,Eliot
FOREJUDGE,Burrill
FOREKNOWABLE,More
FOREKNOWINGLY,Taylor
FOREKNOWLEDGE,Milton
FORELAY,Mede
FORELEND,Spenser
FORELIE,Spenser
FORELOCK,Knight
FORELOCK,Swift
FORELOCK,Milton
FOREMENTIONED,Addison
FOREMOST,Goth
FOREMOST,Shak
FOREMOSTLY,Webster
FORENAME,Shak
FORENENST,Fairfax
FORENSICAL,Berkley
FOREORDAIN,Hooker
FOREPOSSESSED,Sanderson
FOREPROMISED,Hall
FOREREMEMBERED,Montagu
FORERUN,Shak
FORERUNNER,Dryden
FORESAY,Fairfax
FORESEE,Bacon
FORESEEN,Elyot
FORESHORTEN,Tennyson
FORESHOT,Knight
FORESHOW,Shak
FORESHOW,Denham
FORESIDE,Spenser
FORESIGHT,Milton
FORESIGHT,Burke
FORESIGHTED,Bartram
FORESIGNIFY,Milton
FORESKIRT,Shak
FORESPEAKING,Huloet
FOREST,Burrill
FOREST,Thomson
FORESTALL,Fairfax
FORESTALL,Shak
FORESTALL,Rush
FORESTALL,Burrill
FORESTALLER,Locke
FORESTER,Wordsworth
FORETELL,Pope
FORETELL,Middleton
FORETELLER,Boyle
FORETHINK,Shak
FORETHINK,Hall
FORETHOUGHT,Taylor
FORETIME,Shairp
FORETOKEN,Sidney
FORETOKEN,Daniel
FOREWARD,Shak
FOREWARN,Shak
FOREWASTE,Gascoigne
FOREWIT,Jonson
FOREWIT,Southwell
FOREWOMAN,Besant
FOREWORD,Furnvall
FOREWORN,Brydges
FORFEIT,Berners
FORFEIT,Goldsmith
FORFEIT,Shak
FORFEIT,Emerson
FORFEIT,Burke
FORFEIT,Shak
FORFEIT,Milton
FORFEITABLE,Blackstone
FORFEITURE,Hakluyt
FORFEX,Pope
FORGATHER,Wilson
FORGE,Shak
FORGE,Bacon
FORGE,Raymond
FORGE,Shak
FORGE,Locke
FORGE,Tennyson
FORGE,Macaulay
FORGE,Totten
FORGE,De Quincey
FORGERY,Milton
FORGERY,Bouvier
FORGERY,Shak
FORGERY,Waterland
FORGERY,Abbott
FORGETFUL,Webster
FORGETFULNESS,Pope
FORGETTABLE,Carlyle
FORGETTER,Johnson
FORGING,London Times
FORGIVABLE,Sherwood
FORGIVE,Spenser
FORGIVE,Shak
FORGIVER,Johnson
FORGIVING,Shairp
FORGO,Chaucer
FORGO,Spenser
FORINSECAL,Burnet
FORISFAMILIATE,Blackstone
FORK,Addison
FORK,Ure
FORK,Wilson
FORK,Eliot
FORKED,Shak
FORKED,Jonson
FORLAFT,Chaucer
FORLAY,Dryden
FORLORE,Fairfax
FORLORN,Spenser
FORLORN,Shak
FORLORN,Goldsmith
FORLORN,Prescott
FORLORN,Thomson
FORLORN,Shak
FORLORNLY,Pollok
FORLORNNESS,Boyle
FORM,Milton
FORM,Dryden
FORM,Shak
FORM,Chaucer
FORM,Rowe
FORM,Pope
FORM,Dryden
FORM,Drayton
FORMAL,Holder
FORMAL,Shak
FORMAL,Hawthorne
FORMAL,Pope
FORMAL,Shak
FORMALISM,Rawlinson
FORMALIST,Young
FORMALITY,Fuller
FORMALITY,Atterbury
FORMALITY,Middleton
FORMALITY,Milton
FORMALITY,Jer
FORMALLY,Smalridge
FORMALLY,Hooker
FORMAT,Putnam
FORMATION,Farrow
FORMATIVE,Bentley
FORMER,Pope
FORMICATION,Dunglison
FORMIDABILITY,Walpole
FORMIDABLE,Dryden
FORMIDABLE,Drydn
FORMULARISTIC,Emerson
FORMULARIZATION,Kingsley
FORMULATE,Marsh
FORMULIZE,Emerson
FORNICATE; FORNICATED,Gray
FORNICATION,Whartyon
FORNICATRESS,Shak
FOROLD,Chaucer
FORRAY,Fairfax
FORRILL,McElrath
FORSAKE,Shak
FORSOOTH,Pepys
FORSOOTH,Jonson
FORSPEAK,Shak
FORSPENT,Shak
FORSWAT,Sidney
FORSWEAR,Shak
FORSWEAR,Shak
FORT,Farrow
FORTE,Jeffrey
FORTH,Tyndale
FORTH,Shak
FORTH,Strype
FORTH,Dryden
FORTH,Shak
FORTH,Donne
FORTHGOING,Chalmers
FORTHINK,Chaucer
FORTHRIGHT,Emerson
FORTHRIGHTNESS,Hawthorne
FORTHWARD,Fisher
FORTHWITH,Bouvier
FORTIFIABLE,Johnson
FORTIFY,Gibbon
FORTIFY,Scott
FORTIFY,Milton
FORTITION,Burke
FORTITUDE,Shak
FORTITUDE,Milton
FORTITUDE,Locke
FORTREAD,Chaucer
FORTRESS,Shak
FORTUITOUS,Robertson
FORTUITOUS,Abbott
FORTUNE,Shak
FORTUNE,Shak
FORTUNE,Cowley
FORTUNE,Dryden
FORTUNE,Shak
FORTUNE,Swift
FORTUNE,Richardson
FORTUNE,Knolles
FORTUNELESS,Spenser
FORUM,Brougham
FORWARD,Chaucer
FORWARD,Shak
FORWARD,Arnold
FORWARD,Shak
FORWARDER,Udall
FORWARDNESS,Robertson
FORWARDNESS,Wotton
FORWORN,Spenser
FORYETTEN,Chaucer
FOSSICK,Macdonald
FOSSIL,Raymond
FOSSIL,Ure
FOSSILISM,Coleridge
FOSSILIZE,Browning
FOSSILIZED,Earle
FOSTER,Shak
FOSTER,Dryden
FOSTER,Philips
FOSTER,Bacon
FOSTRESS,Jonson
FOTHER,Chaucer
FOTHER,Totten
FOUL,Shak
FOUL,Shak
FOULLY,Gay
FOUL-MOUTHED,Addison
FOUND,Milton
FOUNDATION,Motley
FOUNDATION,Macaulay
FOUNDATION,Milton
FOUNDER,Chaucer
FOUNDER,James White
FOUNDERSHAFT,Raymond
FOUNTAIN,Fuller
FOUNTAIN,Milton
FOUNTAIN,Young
FOUNTAINLESS,Milton
FOUNTFUL,Pope
FOURB; FOURBE,Denham
FOURCHETTE,Knight
FOURHANDED,Goldsmith
FOUR-IN-HAND,Tennyson
FOURSQUARE,Raleigh
FOWL,Blackstone
FOX,Shak
FOX,Beattie
FOX,Shak
FOX,Pepys
FOXGLOVE,Browne
FOXTAIL,Raymond
FOXY,Tennyson
FOY,Pepys
FOYER,Knight
FRACTION,Foxe
FRACTION,Tennyson
FRAGILE,Bacon
FRAGILITY,Bacon
FRAGILITY,Burke
FRAGILITY,Holland
FRAGMENTAL,Fragmentary
FRAGMENTARINESS,Eliot
FRAGMENTARY,Donne
FRAGOR,Watts
FRAGOR,Herbert
FRAGRANCE; FRAGRANCY,Milton
FRAGRANCE; FRAGRANCY,Pope
FRAGRANT,Milton
FRAIL,Johnson
FRAIL,Lowell
FRAIL,Spenser
FRAIL,Taylor
FRAILTY,Locke
FRAISE,Wilhelm
FRAKEN,Chaucer
FRAME,Watts
FRAME,Shak
FRAME,Landor
FRAME,Taylor
FRAME,Shak
FRAME,Spenser
FRAME,Shak
FRAME,Milton
FRAME,Shak
FRAME,Prescott
FRAME,Shak
FRAME,Shak
FRAME,Shak
FRAMEWORK,Milton
FRANCHISE,Seward
FRANCHISE,Shak
FRANCHISEMENT,Spenser
FRANCISCAN,Francis
FRANGENT,Walpole
FRANGIBILITY,Fox
FRANK,Spenser
FRANK,Dickens
FRANK,Cowper
FRANKALMOIGNE,Burrill
FRANK-FEE,Burrill
FRANKFORT BLACK,McElrath
FRANK-LAW,Abbot
FRANKLIN,Stephen
FRANKLY,Shak
FRANKPLEDGE,Bouvier
FRANKPLEDGE,Macaulay
FRANTIC,Macaulay
FRANTIC,Shak
FRANTIC,Johnson
FRAP,Tottem
FRAP,Knoght
FRAPLER,Jonson
FRATERNAL,Milton
FRATERNAL,Addison
FRATERNATE,Jefferson
FRATERNIZATION,Burke
FRATERNIZE,Burke
FRATERNIZER,Burke
FRAUD,Pope
FRAUD,Milton
FRAUD,Wharton
FRAUDFUL,Taylor
FRAUDULENCE; FRAUDULENCY,Hooker
FRAUGHT,Shak
FRAUGHT,Taylor
FRAUGHT,Fairfax
FRAY,Taylor
FRAY,Massinger
FRAY,Scott
FRAYING,Jonson
FRAZZLE,Harris
FREAK,Thomson
FREAK,Spectator
FREAKISH,Pope
FRECK,Lowell
FRECKLED,Shak
FREDSTOLE,Fuller
FREE,Locke
FREE,Prior
FREE,Milton
FREE,Dryden
FREE,Milward
FREE,Felton
FREE,Shelley
FREE,Burnet
FREE,Burrill
FREE,Burrill
FREE,South
FREE,Black
FREE,Simmonds
FREE,Burrill
FREE,Abbott
FREE,Shak
FREE,Clarendon
FREE,Dryden
FREE,Milton
FREE,Dryden
FREEBOOTER,Bacon
FREEBOOTING,Scott
FREEDOM,Milton
FREEDOM,Shak
FREEDOM,Milton
FREELY,Milton
FREELY,Milton
FREEMAN,Burrill
FREEMAN,Addison
FREE-MILLING,Raymond
FREE-MINDED,Bacon
FREE-SPOKEN,Bacon
FREETHINKER,Addison
FREETHINKING,Berkeley
FREE-TONGUED,Hall
FREE WILL,Shak
FREEZE,Shak
FREIGHTAGE,Milton
FRENCH,Ure
FRENCH,Ure
FRENCHIFY,Burke
FRENCHISM,Earle
FRENETIC,Milton
FRENZIED,Buckle
FRENZY,Addison
FRENZY,Shak
FREQUENCE,Hall
FREQUENCY,Fuller
FREQUENCY,Jonson
FREQUENT,Swift
FREQUENT,Jonson
FREQUENT,Dryden
FRERE,Chaucer
FRESH,Scott
FRESH,Landor
FRESH,Shak
FRESH,Shak
FRESHEN,Nav
FRESHMAN,Goldsmith
FRESHNESS,Dryden
FRESHNESS,Granville
FRET,Chaucer
FRET,Tennyson
FRET,Shak
FRET,Wiseman
FRET,Dryden
FRET,Addison
FRET,Pope
FRET,Dunglison
FRET,Spenser
FRET,Shak
FRET,Evelyn
FRET,Chaucer
FRIABIIITY,Locke
FRIAR,Milton
FRIARLY,Bacon
FRIARY,Drugdale
FRIARY,Fuller
FRIBBLE,Thackeray
FRIBBLE,Thackeray
FRICANDEAU; FRICANDO,Cooley
FRICATRICE,Jonson
FRIEND,Dryden
FRIEND,Chase
FRIEND,Spenser
FRIENDLILY,Pope
FRIENDLINESS,Sidney
FRIENDLY,Macaulay
FRIENDLY,Addison
FRIENDSHIP,Bacon
FRIENDSHIP,Rambler
FRIENDSHIP,Spenser
FRIENDSHIP,Shak
FRIENDSHIP,Dryden
FRIEZE,Milton
FRIGG; FRIGGA,Freya
FRIGHT,Dryden
FRIGHTEN,Old Proverb
FRIGHTFUL,Browne
FRIGIDITY,Browne
FRIGORIFIC; FRIGORIFICAL,Quincy
FRILL,Johnson
FRINGE,Taylor
FRINGE,Bryant
FRINGY,Shak
FRIPPERY,Jonson
FRIPPERY,Goldsmith
FRIPPERY,Scott
FRIPPERY,Shak
FRISK,Hall
FRISK,Johnson
FRISK,Addison
FRISKAL,Jonson
FRISKER,Camden
FRISKY,Jeffrey
FRISURE,Smollett
FRIT,Ure
FRIT,Lytton
FRITH,Wynne
FRITINANCY,Browne
FRITTER,Hudibras
FRITTER,Pope
FRIVOLOUS,Swift
FRIVOLOUS,Macaulay
FRIZ,Pepys
FRIZ,Hare
FRIZEL,Knight
FRIZZLE,Milton
FRO,Millon
FROCK,Unfrock
FROGGED,Lytton
FROGGY,Sherwood
FROLIC,Milton
FROLIC,Waller
FROLIC,Roscommon
FROLIC,Tennyson
FROLICSOME,Scott
FROM,Bacon
FROM,Drpden
FROM,Addison
FROM,Shak
FROM,Byron
FROMWARD; FROMWARDS,Cheyne
FRONDATION,Evelyn
FRONDESCENCE,Martyn
FRONDOSE,Gray
FRONT,Pope
FRONT,Shak
FRONT,Prior
FRONT,Shak
FRONT,Macaulay
FRONT,Shak
FRONT,Shak
FRONT,Browning
FRONT,Farrow
FRONT,Farrow
FRONT,Shak
FRONT,Tennyson
FRONT,Morley
FRONT,Shak
FRONTIER,Shak
FRONTIER,Irving
FRONTIER,Temple
FRONTIERSMAN,Frontiersmen
FRONTLET,Shak
FRORN,Spenser
FRORY,Fairfax
FROST,Shak
FROST,Scott
FROST,Knight
FROST,Kane
FROST,Wordsworth
FROSTBITE,Kane
FROSTBITE,Pepys
FROST-BLITE,Gray
FROST-BLITE,Prior
FROSTY,Shak
FROTE,Jonson
FROTH,Johnson
FROTH,Dryden
FROTHY,Bacon
FROTHY,Tillotson
FROUNCE,Milton
FROUNCE,Holland
FROUNCE,Booth
FROWER,Tusser
FROWN,Shak
FROWN,Shak
FROWN,Prior
FROWNY,Palgrave
FROWZY,Howells
FROZEN,Dryden
FROZEN,Carew
FRUCTED,Cussans
FRUCTIFERUOS,Boyle
FRUCTIFICATION,Brown
FRUCTUARY,Prynne
FRUCTUOUS,Chaucer
FRUGAL,Milton
FRUGIFEROUS,More
FRUGIVOROUS,Pennant
FRUIT,Shak
FRUIT,Shak
FRUIT,Burke
FRUIT,Macaulay
FRUIT,Chesterfield
FRUITAGE,Milton
FRUITERY,Philips
FRUITERY,Johnson
FRUITFUL,Milton
FRUITFUL,Addison
FRUITION,Shak
FRUITLESS,Shak
FRUITLESS,Milton
FRUMPISH,Foote
FRUTAGE,Evelyn
FRUTICOSE,Gray
FRUTICULOSE,Gray
FRY,Spenser
FRY,Bacon
FRY,Fairfax
FRY,Spenser
FRY,Milton
FUB,Shak
FUBBERY,Marston
FUDDLE,Steele
FUDGE,Fairfax
FUEL,Wotton
FUERO,Burrill
FUGACIOUS,Taylor
FUGACITY,Boyle
FUGACITY,Johnson
FUGH,Dryden
FUGHETTA,Grove
FUGITIVE,Shak
FUGITIVE,Wotton
FUGITIVE,Woodward
FUGITIVE,Harte
FUGUE,Taylor
FUGUIST,Busby
FULCIMENT,Wilkins
FULFILL,Milton
FULFILL,Shak
FULFILLER,South
FULGENCY,Bailey
FULGENT,Glower
FULGOR,Browne
FULGURANT,More
FULGURATA,Knight
FULGURATION,Ure
FULL,Shak
FULL,Bacon
FULL,Locke
FULL,Lowell
FULL,Dryden
FULL,Shak
FULL,Dryden
FULL,Dryden
FULL,Addison
FULL,Gray
FULL-BLOWN,Denham
FULL-BLOWN,Dryden
FULL-FORMED,Thomson
FULL-HEARTED,Shak
FULL-HOT,Shak
FULLMART,Jonson
FULL-SAILED,Massinger
FULL-WINGED,Shak
FULMINATE,Sprat
FULMINATE,De Quincey
FULMINATION,Ayliffe
FULMINATORY,Cotgrave
FULMINE,Milton
FULMINE,Tennyson
FULSOME,Golding
FULSOME,Cowper
FULSOME,Dryden
FULVID,More
FULVOUS,Lindley
FUM,Jonson
FUMAGE,Blackstone
FUMBLE,Fielding
FUMBLE,Dryden
FUMBLE,Chesterfield
FUMBLE,Wordsworth
FUMBLE,Shak
FUME,Warton
FUME,Dryden
FUME,South
FUME,Bacon
FUME,Burton
FUME,Milton
FUME,Roscommon
FUME,Shak
FUME,Cheyne
FUME,Dryden
FUME,Scott
FUME,Dryden
FUME,Cowper
FUME,Montimer
FUMET,Jonson
FUMID,Broune
FUMIFY,Browne
FUMIGATE,Dryden
FUMY,Brooke
FUNAMBULATORY,Chambers
FUNAMBULATORY,Browne
FUNCTION,Pope
FUNCTION,Shak
FUNCTION,Macaulay
FUNCTIONALLY,Lawrence
FUNCTIONLESS,Darwin
FUND,Macaulay
FUNDAMENT,Hume
FUNDAMENTAL,Shak
FUNDAMENTAL,Whewell
FUNDHOLDER,Mill
FUNEBRIAL,Browne
FUNERAL,Euller
FUNERAL,South
FUNERAL,Browne
FUNEREAL,Taylor
FUNEREAL,Longfellow
FUNEST,Evelyn
FUNGUS,Hoblyn
FUNNEL,Knight
FUR,Montagu
FUR,Gwill
FURBISH,Shak
FURBISH,Shak
FURIBUNDAL,Harvey
FURL,Totten
FURNACE,Raymond
FURNACE,Shak
FURNISH,Macaulay
FURNITURE,Tillotson
FURNITURE,Arnold
FURRIERY,Tooke
FURROW,Shak
FURROW,Lowell
FURROW,Shak
FURROW,Shak
FURROW,Byron
FURRY,Dryden
FURTHER,Dryden
FURTHERER,Shak
FURTHERSOME,Carlyle
FURTIVE,Prior
FURTIVE,Hallam
FURTIVELY,Lover
FURY,Fleteher
FURY,Shak
FURY,Emerson
FURY,Milton
FUSCOUS,Burke
FUSE,Tennyson
FUSE,Farrow
FUSEE,Ainsworth
FUSIBLE,Ure
FUSIL,Philips
FUSION,Kingsley
FUSS,Howell
FUSS,Scott
FUSSILY,Byron
FUSSY,White
FUST,Gwilt
FUSTED,Hall
FUSTERIC,Ure
FUSTET,Ure
FUSTIAN,Addison
FUSTIAN,Walpole
FUSTIGATION,Motley
FUSTILUG; FUSTILUGS,Junius
FUSTY,Pepys
FUTCHEL,Knight
FUTHORC; FUTHORK,Taylor
FUTILE,Bacon
FUTILE,Taylor
FUTILE,Macaulay
FUTILITY,Whewell
FUTURABLE,Fuller
FUTURELESS,Howells
FUTURITION,Coleridge
FUTURITY,South
FYRD; FYRDUNG,Eng
FYRD; FYRDUNG,Green
GAB,Icel
GAB,Holinshed
GABARDINE; GABERDINE,Shak
GABBLE,Milton
GABEL,Burrill
GABEL,Jer
GABELLEMAN,Carlyle
GABLOCK,Wright
GAD,Shak
GAD,Fairholt
GAD,Moxon
GAD,Bartlett
GADDING,Bacon
GADDING,Tennyson
GADDISH,Leighton
GADHELIC,Peile
GAFF,Wright
GAFFER,Fawkes
GAG,Marvell
GAG,Maccaulay
GAG,Lamb
GAGE,Sandys
GAGE,Shak
GAGE,Shak
GAGE,Shak
GAGGLE,Bacon
GAILLARD,Chaucer
GAIN,Shak
GAIN,Milton
GAIN,Pope
GAIN,Dryden
GAIN,Tennyson
GAIN,Addison
GAIN,Swift
GAINABLE,Sherwood
GAINAGE,Bouvier
GAINER,Shak
GAINLESS,Hammond
GAINSAY,Shak
GAINSOME,Gainful
GAIT,Shak
GAIT,Shak
GALACTIC,Herschel
GALAGE,Spenser
GALANTINE,Smart
GALAXY,Nichol
GALE,Harris
GALE,Shak
GALE,Milton
GALERICULATE,Smart
GALILEAN,Byron
GALILEE,Gwilt
GALINGALE,Chaucer
GALINGALE,Tennyson
GALL,Dryden
GALL,Ure
GALL,Shak
GALL,Shak
GALLANT,Evelyn
GALLANT,Shak
GALLANT,Shak
GALLANT,Waller
GALLANTRY,Fuller
GALLANTRY,Shak
GALLEON,Motley
GALLEY,Knight
GALLIARD,Cleveland
GALLIARD,Gailliarde
GALLIARD,Scott
GALLIARDISE,Browne
GALLICAN,Shipley
GALLIED,Encyc
GALLIMAUFRY,King
GALLIMAUFRY,South
GALLIVAT,Chalmers
GALLOON,Addison
GALLOP,Donne
GALLOP,Locke
GALLOWS,Shak
GALLOWS,Spenser
GALLY,Brown
GALLY,Cranmer
GALOCHE; GALOSHE,Chaucer
GALSOME,Morton
GAMBADOES,Scott
GAMBROON,Simmonds
GAME,Shak
GAME,Cowper
GAME,Lloyd
GAME,Mag
GAME,Blackstone
GAME,Milton
GAME,Irving
GAME,Chaucer
GAMESOME,Shak
GAMESOME,Byron
GAMESTER,Shak
GAMIN,Oliphant
GAMMON,Goldsmith
GAMMON,Backgammon
GAMMON,Totten
GAMOPHYLLOUS,Gray
GAN,Chaucer
GAN,Chaucer
GAN,Spenser
GANCH,Sandys
GANESA,Balfour
GANG,Halliwell
GANG,Knight
GANG-FLOWER,Prior
GANGREL,Scott
GANSA,Hall
GANTLET,Palfrey
GAP,Knolles
GAP,Shak
GAP,Tennyson
GAPE,Dryden
GAPE,Swift
GAPE,Byron
GAPE,Denham
GAPE,Addison
GAPESEED,Wright
GAP-TOOTHED,Dryden
GARB,Shak
GARB,Tennyson
GARBAGE,Grainger
GARBOARD,Totten
GARCINIA,Garcin
GARD,Beaumont
GARDEN,Shak
GARDEN,Mortimer
GARDEN,Knight
GARDENLESS,Shelley
GARDENLY,Marshall
GARDYLOO,Scott
GARE,Blount
GARGOL,Mortimer
GARISH,Newman
GARISH,Taylor
GARISH,South
GARISH,Taylor
GARLAND,Pope
GARLAND,Shak
GARLAND,Percy
GARLAND,Jonson
GARLANDLESS,Shelley
GARMENTED,Shelley
GARNER,Shak
GARNISH,Spenser
GARNISH,Cowell
GARNISH,Shak
GARNISH,Smart
GARNISHMENT,Wotton
GARNITURE,Beattie
GAROUS,Browne
GARRET,Macaulay
GARRETED,Carew
GARRETING,Weale
GARRULOUS,De Quincey
GARTER,Shak
GARTER,Warton
GARTH,Tennyson
GAS,Raymond
GAS,Knight
GAS,Knight
GAS,Tomlinson
GASCOINES,Lyly
GASCONADE,Swift
GASEITY,Cyc
GASEOUS,Stephen
GASH,Hayward
GASKINS,Simmonds
GASOMETRY,Coxe
GASP,Lloyd
GASP,Spenser
GASP,Dryden
GASP,Addison
GAST,Shak
GASTRONOME; GASTRONOMER,Scott
GASTRORAPHY,Quincy
GATE,Shak
GATE,Knolles
GATE,Scott
GATED,Young
GATEWISE,Fuller
GATHER,Dryden
GATHER,Locke
GATHER,Pope
GATHER,Shak
GATHER,Dryden
GATHER,Spenser
GATHER,Pope
GATHER,Tennyson
GATHER,Bacon
GATHERING,Knight
GATLING GUN,Farrow
GAUD,North
GAUDILY,Guthrie
GAUDINESS,Whitlock
GAUDY,Shak
GAUDY,Tennyson
GAUDY,Shak
GAUDYGREEN,Spenser
GAUGE,Derham
GAUGE,Shak
GAUGE,Moxon
GAUGE,Taylor
GAUGE,Burke
GAUGE,Totten
GAUNT,Nichols
GAUZINESS,Ruskin
GAVEL,Wright
GAVEL,Knight
GAVEL,Cowell
GAVELKIND,Cowell
GAVELOCK,Icel
GAWK,Johnson
GAWK,Carlyle
GAY,Pope
GAY,Gray
GAYLY,Pope
GAZE,Milton
GAZE,Milton
GAZE,Milton
GAZEHOUND,Scott
GAZETTEER,Johnson
GAZINGSTOCK,Hall
GAZOGENE,Knight
GEAR,Spenser
GEAR,Chaucer
GEAR,Spenser
GEAR,Spenser
GEAR,Latimer
GEARING,Harness
GECK,Shak
GECK,Scott
GEEST,Jameson
GEHENNA,Milton
GELASTIC,Browne
GELATINATE,Kirwan
GELD,Shak
GELT,Fuller
GEM,Denham
GEM,Milton
GEM,Irving
GEMEL,Strype
GEMINATE,Gray
GEMINATE,Jonson
GEMINOUS,Browne
GEMMY,Tennyson
GENAPPE,Simmonds
GENDARME,Thackeray
GENDER,Morris
GENERABILITY,Johnstone
GENERABLE,Bentley
GENERAL,Milton
GENERAL,Shak
GENERAL,Farrow
GENERAL,Burrill
GENERAL,Burrill
GENERAL,Locke
GENERALIA,Mill
GENERALITY,Hooker
GENERALITY,Landor
GENERALITY,Choate
GENERALIZATION,Hamilton
GENERALIZE,Nicholson
GENERALIZER,Tyndall
GENERALLY,Addison
GENERALNESS,Sidney
GENERALSHIP,Goldsmith
GENERALSHIP,Sterne
GENERALTY,Hale
GENERANT,Glanvill
GENERATE,Milton
GENERATE,Arbuthnot
GENERATION,Hooker
GENEROSITY,Barrow
GENEROUS,Shak
GENEROUS,Swift
GENESIS,Carlyle
